"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"1250","광평로9길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.312"
"1251","구로~신길선","일반도로","보조간선도로","대로3류","폭25-30m","2026-03-01 11:18:03.318"
"1252","구로~염창선","일반도로","보조간선도로","대로2류","폭30-35m","2026-03-01 11:18:03.318"
"1253","구로동로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1254","구로동로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1255","구로동로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1256","구로동로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1257","구로동로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1258","구로동로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1259","구로동로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1260","구로동로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.318"
"1261","구로동로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1262","구로동로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1263","구로동로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1264","구로동로21가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1265","구로동로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1266","구로동로21나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1267","구로동로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1268","구로동로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1269","구로동로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1270","구로동로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.323"
"1271","구로동로28가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1272","구로동로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1273","구로동로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1274","구로동로2가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1275","구로동로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1276","구로동로2나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1277","구로동로2다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1278","구로동로33길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.328"
"1279","구로동로35가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.328"
"1280","구로동로35길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.328"
"1281","구로동로35나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1282","구로동로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1283","구로동로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1284","구로동로40가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1285","구로동로40길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1286","구로동로40나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1287","구로동로41길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1288","구로동로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1289","구로동로43길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.333"
"1290","구로동로45길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.333"
"1291","구로동로47길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1292","구로동로48길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.338"
"1293","구로동로49길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1294","구로동로50길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1295","구로동로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1296","구로동로7가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1297","구로동로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1298","구로동로7나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1299","구로동로7다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1300","구로동로7라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.338"
"1301","구로동로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1302","구로동로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1303","구로중앙로","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.343"
"1304","구로중앙로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1305","구로중앙로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1306","구로중앙로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1307","구로중앙로15길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.343"
"1308","구로중앙로18길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.343"
"1309","구로중앙로19가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.343"
"1310","구로중앙로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.343"
"1311","구로중앙로19나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1312","구로중앙로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1313","구로중앙로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1314","구로중앙로24가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1315","구로중앙로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1316","구로중앙로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1317","구로중앙로26가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.348"
"1318","구로중앙로26길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.348"
"1319","구로중앙로27가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.349"
"1320","구로중앙로27길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.349"
"1321","구로중앙로27나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1322","구로중앙로27다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1323","구로중앙로28가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1324","구로중앙로28길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.354"
"1325","구로중앙로28나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1326","구로중앙로28다길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.354"
"1327","구로중앙로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1328","구로중앙로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1329","구로중앙로31길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.354"
"1330","구로중앙로32가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.354"
"1331","구로중앙로32길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.359"
"1332","구로중앙로32나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.359"
"1333","구로중앙로32다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.359"
"1334","구로중앙로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.359"
"1335","구로중앙로37길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.359"
"1336","구로중앙로39길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.359"
"1337","구로중앙로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.359"
"1338","구로중앙로40가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.359"
"1339","구로중앙로40길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.359"
"1340","구로중앙로40나길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.359"
"1341","구로중앙로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.364"
"1342","구로중앙로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.364"
"1343","구로중앙로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.364"
"1344","구로중앙로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.364"
"1345","구로중앙로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.364"
"1346","구룡길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.364"
"1347","구룡지하도로","일반도로","국지도로","확인","불가","2026-03-01 11:18:03.364"
"1348","구리포천고속도로","일반도로","기타","중로2류","폭15-20m","2026-03-01 11:18:03.364"
"1349","구암5가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.364"
"1350","구암5길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.364"
"1351","구암길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.37"
"1352","구의~광장선","일반도로","보조간선도로","대로2류","폭30-35m","2026-03-01 11:18:03.37"
"1353","구의강변로","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.37"
"1354","구의강변로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1355","구의강변로3가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1356","구의강변로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1357","구의강변로5길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.37"
"1358","구의강변로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1359","구의로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1360","구의로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.37"
"1361","구의로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1362","구의로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1363","구의로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1364","구의로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1365","구의로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1366","구의로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1367","구의로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1368","구의로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1369","구의로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1370","구의로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.375"
"1371","구의선","일반도로","보조간선도로","대로3류","폭25-30m","2026-03-01 11:18:03.38"
"1372","구일로","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.38"
"1373","구일로10길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.38"
"1374","구일로2길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.38"
"1375","구일로4길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.38"
"1376","구일로8길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.38"
"1377","구천면로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.381"
"1378","구천면로100길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.381"
"1379","구천면로11길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.381"
"1380","구천면로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.381"
"1381","구천면로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1382","구천면로14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1383","구천면로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1384","구천면로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1385","구천면로17길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.386"
"1386","구천면로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1387","구천면로21길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.386"
"1388","구천면로23길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.386"
"1389","구천면로24길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.386"
"1390","구천면로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.386"
"1391","구천면로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1392","구천면로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1393","구천면로31길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1394","구천면로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1395","구천면로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1396","구천면로35길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1397","구천면로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1398","구천면로39길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1399","구천면로40길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1400","구천면로41길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.391"
"1401","구천면로42가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1402","구천면로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1403","구천면로46길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1404","구천면로47가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1405","구천면로47길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1406","구천면로47나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1407","구천면로48길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1408","구천면로50길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.396"
"1409","구천면로52길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.397"
"1410","구천면로53가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.397"
"1411","구천면로53길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1412","구천면로55길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1413","구천면로57길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1414","구천면로59길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1415","구천면로60길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1416","구천면로62가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1417","구천면로62길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1418","구천면로64길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1419","구천면로65길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.402"
"1420","구천면로68가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.402"
"1421","구천면로68길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1422","구천면로68나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1423","구천면로78길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1424","구천면로80길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.407"
"1425","구천면로93길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.407"
"1426","구천면로98길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.407"
"1427","국사봉10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1428","국사봉12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1429","국사봉14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.407"
"1430","국사봉16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.407"
"1431","국사봉18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1432","국사봉1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1433","국사봉1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1434","국사봉1나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1435","국사봉1다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1436","국사봉1라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1437","국사봉2가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1438","국사봉2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1439","국사봉2나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1440","국사봉2다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.412"
"1441","국사봉2라길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.418"
"1442","국사봉2마길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1443","국사봉2바길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.418"
"1444","국사봉3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1445","국사봉5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1446","국사봉6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1447","국사봉7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1448","국사봉8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1449","국사봉길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.418"
"1450","국제금융로","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:03.418"
"1451","국제금융로2길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.424"
"1452","국제금융로6길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.424"
"1453","국제금융로7가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.424"
"1454","국제금융로7길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.424"
"1455","국제금융로8길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:03.424"
"1456","국회단지10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.424"
"1457","국회단지11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.424"
"1458","국회단지12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.424"
"1459","국회단지13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.424"
"1460","국회단지14길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.424"
"1461","국회단지15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1462","국회단지16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1463","국회단지17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1464","국회단지18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1465","국회단지19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1466","국회단지20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1467","국회단지21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1468","국회단지22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1469","국회단지23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1470","국회단지25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.43"
"1471","국회단지27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1472","국회단지2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1473","국회단지4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1474","국회단지5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1475","국회단지6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1476","국회단지7길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.435"
"1477","국회단지8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1478","국회단지9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1479","국회단지길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.435"
"1480","국회대로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.435"
"1481","국회대로10길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.44"
"1482","국회대로22길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.44"
"1483","국회대로28길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.44"
"1484","국회대로29길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.44"
"1485","국회대로30길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.44"
"1486","국회대로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.44"
"1487","국회대로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.44"
"1488","국회대로37길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.44"
"1489","국회대로38길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.44"
"1490","국회대로39길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.44"
"1491","국회대로44길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1492","국회대로46길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.445"
"1493","국회대로50길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1494","국회대로52길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.445"
"1495","국회대로53길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1496","국회대로54길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1497","국회대로55길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1498","국회대로56길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.445"
"1499","국회대로62길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.445"
"1500","국회대로66길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.445"
"1501","국회대로68길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.451"
"1502","국회대로70길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.451"
"1503","국회대로72길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.451"
"1504","국회대로74길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.451"
"1505","국회대로76가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.451"
"1506","국회대로76길","일반도로","국지도로","광로2류","폭50-70m","2026-03-01 11:18:03.451"
"1507","국회대로76나길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.451"
"1508","국회대로7길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.451"
"1509","국회대로8길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.451"
"1510","군자교동측지하도로","일반도로","국지도로","확인","불가","2026-03-01 11:18:03.451"
"1511","군자로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1512","군자로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1513","군자로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1514","군자로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1515","군자로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1516","군자로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1517","군자로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1518","군자로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1519","군자로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1520","군자로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.456"
"1521","군자로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1522","군자로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1523","군자로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1524","군자로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1525","굴레방로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.462"
"1526","굴레방로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1527","굴레방로3길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.462"
"1528","굴레방로5길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.462"
"1529","굴레방로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1530","굴레방로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.462"
"1531","궁동~영등포선","일반도로","보조간선도로","대로3류","폭25-30m","2026-03-01 11:18:03.467"
"1532","금낭화로","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.467"
"1533","금낭화로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.467"
"1534","금낭화로13길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.467"
"1535","금낭화로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.467"
"1536","금낭화로16길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.467"
"1537","금낭화로17길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:03.467"
"1538","금낭화로18길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.467"
"1539","금낭화로19길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:03.467"
"1540","금낭화로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.467"
"1541","금낭화로23길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.472"
"1542","금낭화로24가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.472"
"1543","금낭화로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
"1544","금낭화로24나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
"1545","금낭화로26가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:03.472"
"1546","금낭화로26길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:03.472"
"1547","금낭화로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
"1548","금낭화로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:03.472"
